PMC7120876	Pflanzenphysiologie
PMC5158129	Med_Sci_Monit
PMC5142770	PLoS_Negl_Trop_Dis
PMC5141443	Sci_Rep
PMC5524148	Lancet_Respir_Med
PMC5488768	Animal
PMC5182208	Stem_Cell_Investig
PMC5148772	Urol_Case_Rep
PMC5720358	Annu_Rev_Pathol
PMC5315695	Biochim_Biophys_Acta
PMC5177770	Oncogenesis
PMC5172572	Facts_Views_Vis_Obgyn
PMC5165138	Archaea
PMC5137073	Sci_Rep
PMC5326666	Bioimpacts
PMC5299470	Stem_Cells
PMC6142475	Hematology_Am_Soc_Hematol_Educ_Program
PMC5380219	Leukemia
PMC5198078	Life_
PMC5135705	3_Biotech
PMC6320227	Transl_Cancer_Res
PMC5659206	Expert_Rev_Mol_Diagn
PMC5614583	Biochem_Biophys_Rep
PMC5434995	Iran_J_Biotechnol
PMC5359627	Am_J_Health_Syst_Pharm
PMC5210067	Pulm_Circ
PMC5201041	Development
PMC5200892	Dis_Model_Mech
PMC5144871	Vector_Borne_Zoonotic_Dis
PMC5134250	BMC_Bioinformatics
PMC5134231	BMC_Evol_Biol
PMC5131957	PLoS_One
PMC5131825	Genome_Res
PMC5131467	BMC_Evol_Biol
PMC5130977	Front_Pediatr
PMC6205266	Am_J_Med_Genet_A
PMC5449267	Clin_Cancer_Res
PMC5352110	Oncotarget
PMC5184784	J_Clin_Med
PMC5177704	Korean_J_Pediatr
PMC5177698	Korean_J_Pediatr
PMC5177688	Korean_J_Pediatr
PMC5130176	PLoS_Genet
PMC5127835	Front_Pharmacol
PMC5270568	ISME_J
PMC5256128	Br_J_Sports_Med
PMC5141345	Nat_Commun
PMC5127598	PLoS_Pathog
PMC5126990	BMC_Infect_Dis
PMC5436938	Oncogene
PMC5407728	J_Am_Soc_Nephrol
PMC5389617	Nucleic_Acids_Res
PMC5389605	Nucleic_Acids_Res
PMC5289860	Genetics
PMC5210762	Plant_Physiol
PMC5125571	PLoS_Negl_Trop_Dis
PMC5124859	Sci_Rep
PMC5124709	Front_Mol_Neurosci
PMC5558847	J_Pathol
PMC5123321	Genet_Sel_Evol
PMC5122706	Front_Physiol
PMC5526326	Biophys_Chem
PMC5299465	Stat_Med
PMC5121280	Front_Plant_Sci
PMC5349980	Oncotarget
PMC5295669	Annu_Rev_Genet
PMC5142109	Am_J_Hum_Genet
PMC5137501	mBio
PMC5133437	Open_Biol
PMC5120106	Front_Genet
PMC5210736	Plant_Physiol
PMC5169087	Int_Neurourol_J
PMC5122709	Transl_Oncol
PMC6557119	Physiol_Biochem_Zool
PMC5192425	Biology_
PMC5137683	Proc_Natl_Acad_Sci_U_S_A
PMC5117512	BMC_Med_Genet
PMC5117506	Mol_Cytogenet
PMC5116675	Sci_Rep
PMC5293249	Bio_Protoc
PMC5127030	Viruses
PMC5192475	New_Microbes_New_Infect
PMC5116134	Cancer_Cell_Int
PMC5606589	Vet_Sci
PMC5260892	Cell_Death_Dis
PMC5209402	Acta_Neuropathol
PMC5114839	BMC_Genet
PMC5112549	Sci_Rep
PMC5112246	Front_Immunol
PMC5560457	J_Glob_Oncol
PMC5352123	Oncotarget
PMC5133441	Open_Biol
PMC5112684	BMC_Genomics
PMC5432414	Pharmacogenomics_J
PMC5351607	Oncotarget
PMC5126401	Biomed_Res_Int
PMC5119953	Immunity
PMC5111349	J_Transl_Med
PMC5111187	BMC_Med_Genet
PMC5109293	Sci_Rep
PMC5477763	BMC_Clin_Pathol
PMC5359012	J_Neurosci_Methods
PMC5245063	Oncol_Lett
PMC5195917	J_Microbiol_Methods
PMC5110178	J_Virol
PMC5120378	Open_Neurol_J
PMC5113928	Int_J_Nanomedicine
PMC5106815	Epigenetics_Chromatin
PMC5105059	Sci_Rep
PMC5118203	Mol_Genet_Genomic_Med
PMC5105257	BMC_Med_Genet
PMC5103407	BMC_Plant_Biol
PMC5464371	Neuro_Oncol
PMC5420490	Alcohol
PMC5376391	Qual_Life_Res
PMC5237470	Hepat_Mon
PMC5125210	J_Neurosci
PMC5102490	PLoS_One
PMC5352473	J_Neurosci_Res
PMC5130158	Cell_Rep
PMC5123238	BMC_Bioinformatics
PMC5108598	Onco_Targets_Ther
PMC5100683	Sci_Data
PMC5099690	Front_Plant_Sci
PMC5614522	Chem_Res_Toxicol
PMC5419883	Alcohol
PMC5642309	Version_1
PMC5363520	Oncotarget
PMC5356713	Oncotarget
PMC5154615	Acta_Neuropathol
PMC5098017	Clin_Vaccine_Immunol
PMC5096311	BMC_Bioinformatics
PMC5096308	BMC_Genomics
PMC5095882	Sci_Rep
PMC5502304	J_Med_Genet
PMC5101188	Cell
PMC5093737	Sci_Rep
PMC5093140	Front_Microbiol
PMC5085609	JCI_Insight
PMC5244654	J_Res_Med_Sci
PMC5226981	J_Clin_Immunol
PMC5119566	Protein_Sci
PMC5091914	PLoS_One
PMC5091881	PLoS_Biol
PMC5091049	Front_Plant_Sci
PMC5843887	J_Renin_Angiotensin_Aldosterone_Syst
PMC5394881	Haematologica
PMC5356465	Curr_Opin_Psychiatry
PMC5193184	An_Bras_Dermatol
PMC5135736	Int_J_Fertil_Steril
PMC5131664	Trop_Life_Sci_Res
PMC5117143	Development
PMC5111386	Blood_Transfus
PMC5088683	Genome_Med
PMC5088589	Genome_Res
PMC5069163	Am_J_Surg_Pathol
PMC5066621	RNA
PMC5064760	Reproduction
PMC5538791	Nat_Microbiol
PMC5408304	Oncogene
PMC5347716	Oncotarget
PMC5238942	Nat_Genet
PMC5228494	Oncol_Lett
PMC5120048	Physiol_Mol_Biol_Plants
PMC5903647	J_Natl_Cancer_Inst
PMC5330976	J_Assist_Reprod_Genet
PMC5224465	Cell_Cycle
PMC5199166	Cancer_Biol_Ther
PMC5135332	Proc_Natl_Acad_Sci_U_S_A
PMC5105652	J_Virol
PMC5084435	Biotechnol_Biofuels
PMC5083789	Front_Microbiol
PMC5966041	Proc_Inf_Theory_Workshop
PMC5697761	Insect_Biochem_Mol_Biol
PMC5630457	Nat_Protoc
PMC5300774	Biophys_J
PMC5192794	Evol_Appl
PMC5181672	Bladder_Cancer
PMC5088585	PeerJ
PMC5082938	PLoS_One
PMC5603268	J_Thorac_Oncol
PMC5242294	Aging_Cell
PMC5080354	Front_Microbiol
PMC5309293	Cell_Mol_Life_Sci
PMC5088523	BMC_Genomics
PMC5079629	PLoS_One
PMC5079593	PLoS_One
PMC5079073	Front_Behav_Neurosci
PMC5552044	Nat_Med
PMC5526443	Mol_Biol_Evol
PMC5388433	Nucleic_Acids_Res
PMC5224853	Cancer_Med
PMC5210657	Nucleic_Acids_Res
PMC5125419	BMJ_Open_Sport_Exerc_Med
PMC5098106	Comput_Math_Methods_Med
PMC5352450	Oncotarget
PMC5075204	BMC_Med_Ethics
PMC5074786	PLoS_One
PMC5074564	PLoS_One
PMC5073875	BMC_Bioinformatics
PMC5073307	Sci_Rep
PMC5695218	Am_J_Med_Genet_B_Neuropsychiatr_Genet
PMC5624552	Environ_Epigenet
PMC5484524	Cell
PMC5324841	Autophagy
PMC5080441	Nat_Commun
PMC5072717	PLoS_One
PMC5072705	PLoS_One
PMC5363565	Oncotarget
PMC5356706	Oncotarget
PMC5118134	Genesis
PMC5069460	Sci_Rep
PMC5031613	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC5362534	Oncotarget
PMC5133498	BMC_Proc
PMC5069885	Epigenetics_Chromatin
PMC5067905	J_Immunother_Cancer
PMC5067588	Sci_Rep
PMC5066984	PLoS_One
PMC5086385	Dis_Markers
PMC5086358	Int_J_Breast_Cancer
PMC5356770	Oncotarget
PMC5067817	Am_J_Respir_Crit_Care_Med
PMC5342732	Oncotarget
PMC5339435	Leukemia
PMC5326618	Protein_Cell
PMC5065233	PLoS_Comput_Biol
PMC5160391	Mol_Cell_Oncol
PMC5097937	Am_J_Hum_Genet
PMC5085753	Int_J_Mol_Sci
PMC5064898	J_Transl_Med
PMC5064798	BMC_Evol_Biol
PMC5063833	Springerplus
PMC5063300	PLoS_One
PMC5320930	Bioinformation
PMC5080518	J_Anal_Methods_Chem
PMC5077284	Appl_Plant_Sci
PMC5061652	3_Biotech
PMC5808411	Nat_Rev_Urol
PMC5150682	ACS_Med_Chem_Lett
PMC5087024	Proc_Natl_Acad_Sci_U_S_A
PMC5061871	mBio
PMC5058578	PLoS_One
PMC5348309	Oncotarget
PMC5144975	G3_
PMC5101153	Nat_Med
PMC5065004	Cancer_Cell
PMC5064768	Dev_Cell
PMC5093856	Genomics_Proteomics_Bioinformatics
PMC5571613	J_Radiat_Res
PMC5388431	Nucleic_Acids_Res
PMC5134926	Science
PMC5073628	BMJ_Open
PMC5098475	Mol_Cell
PMC5073973	BMC_Bioinformatics
PMC5054740	JCI_Insight
PMC5053025	Mol_Cytogenet
PMC5071369	Funct_Integr_Genomics
PMC5068373	PeerJ
PMC5051702	PLoS_Negl_Trop_Dis
PMC5661959	Clin_Cancer_Res
PMC5470742	Wound_Repair_Regen
PMC5393437	Clin_Cancer_Res
PMC5341999	Oncotarget
PMC5290091	Clin_Cancer_Res
PMC5095683	Mol_Ther_Nucleic_Acids
PMC5050583	BMC_Med_Genet
PMC5064014	Nat_Commun
PMC5048645	Breast_Cancer_Res
PMC5047744	PLoS_One
PMC5047622	PLoS_Biol
PMC6460794	Cancers_Head_Neck
PMC6415921	New_J_Phys
PMC5303063	Expert_Rev_Mol_Diagn
PMC5108522	Chimia_
PMC5099508	Transl_Lung_Cancer_Res
PMC5088286	Am_J_Cancer_Res
PMC5073066	Comp_Med
PMC5069709	Hum_Gene_Ther_Methods
PMC5056253	J_Gastrointest_Oncol
PMC5051564	Plant_Pathol_J
PMC5045867	Database_
PMC5040514	Dev_Biol
PMC5036366	J_Lipid_Res
PMC5033710	J_Pediatr_Hematol_Oncol
PMC5642838	Glob_Cardiol_Sci_Pract
PMC5432948	Bot_Stud
PMC5342152	Oncotarget
PMC5159553	Nucleic_Acids_Res
PMC5117672	Cancer_Res
PMC5068163	Appl_Environ_Microbiol
PMC5068154	Appl_Environ_Microbiol
PMC5057027	Vet_World
PMC5045193	PLoS_Genet
PMC5043055	Front_Plant_Sci
PMC5848428	Cell_Signal
PMC5342599	Oncotarget
PMC5158113	Microbes_Environ
PMC5085682	Int_J_Mol_Sci
PMC5047017	J_Clin_Med_Res
PMC5042424	PLoS_One
PMC5041540	Mol_Cytogenet
PMC5041528	Genome_Med
PMC5040654	Springerplus
PMC5067362	Stem_Cell_Investig
PMC5048053	Biomed_Res_Int
PMC5040417	PLoS_One
PMC5040260	PLoS_One
PMC5039940	Genet_Sel_Evol
PMC5039701	Sci_Rep
PMC5040112	mBio
PMC5039885	Hum_Genomics
PMC5037132	Front_Endocrinol_
PMC5159547	Nucleic_Acids_Res
PMC5114403	J_Biol_Chem
PMC5104263	Oncol_Lett
PMC5076561	Curr_Biol
PMC5068263	Proc_Natl_Acad_Sci_U_S_A
PMC5052685	Nat_Commun
PMC5052683	Nat_Commun
PMC5640796	Synth_Syst_Biotechnol
PMC5085654	Int_J_Mol_Sci
PMC5038237	Antimicrob_Agents_Chemother
PMC5035431	J_Clin_Microbiol
PMC5130545	Am_J_Physiol_Gastrointest_Liver_Physiol
PMC5085635	Int_J_Mol_Sci
PMC5038006	J_Bacteriol
PMC5036085	PeerJ
PMC5033388	PLoS_One
PMC5206301	Am_J_Physiol_Cell_Physiol
PMC5117923	Eur_J_Hum_Genet
PMC5036111	PeerJ
PMC5030217	Front_Microbiol
PMC6078589	Hum_Mol_Genet
PMC5558541	Pharmacogenomics
PMC5065584	Hum_Genet
PMC5029894	PLoS_One
PMC5348326	Oncotarget
PMC5111580	Neurogenesis_
PMC5028034	PLoS_One
PMC5027634	Mol_Brain
PMC5027532	Sci_Rep
PMC5027205	Front_Immunol
PMC5042847	Clin_Exp_Allergy
PMC6075693	Compr_Physiol
PMC5392596	Genet_Med
PMC5207034	Curr_Biol
PMC5087714	J_Biol_Chem
PMC5078585	EBioMedicine
PMC5065782	Hum_Genet
PMC5040835	Biomed_Res_Int
PMC5025633	BMC_Bioinformatics
PMC6584134	Orthop_Surg
PMC5116876	Microbiol_Mol_Biol_Rev
PMC5043582	Open_Biol
PMC5037827	Int_J_Mol_Sci
PMC5037825	Int_J_Mol_Sci
PMC5023092	PLoS_One
PMC5242497	J_Biotechnol
PMC5037821	Int_J_Mol_Sci
PMC6002618	J_Otol
PMC5107123	Mol_Cancer_Res
PMC5055207	Oncol_Rep
PMC5053883	Nat_Med
PMC5035960	Viruses
PMC5021424	J_Virol
PMC5019398	PLoS_One
PMC5630973	Genome_Biol_Evol
PMC5037802	Int_J_Mol_Sci
PMC5035962	Viruses
PMC5392597	Genet_Med
PMC5016485	Springerplus
PMC5015870	PLoS_One
PMC5174733	Genome_Biol_Evol
PMC5100861	G3_
PMC5014421	PLoS_Pathog
PMC5013524	Sci_Rep
PMC5013434	Sci_Rep
PMC5342560	Oncotarget
PMC5100854	G3_
PMC5039506	Pharmaceuticals_
PMC5013296	mBio
PMC5012701	PLoS_Comput_Biol
PMC5011702	Sci_Rep
PMC5336278	Front_Biol_
PMC5221660	Epigenetics
PMC5534175	Horm_Metab_Res
PMC5100582	Nucleic_Acids_Res
PMC5010244	PLoS_One
PMC5880574	Int_J_Syst_Evol_Microbiol
PMC5759046	Cancer_J
PMC5139614	J_Prev_Med_Hyg
PMC5111980	Afr_Health_Sci
PMC5066235	Genes_Dev
PMC5052034	Genome_Res
PMC5042125	J_Gen_Virol
PMC5034759	J_Am_Chem_Soc
PMC5032025	Curr_Opin_Urol
PMC5027840	Curr_Protoc_Nucleic_Acid_Chem
PMC5023821	Dis_Markers
PMC5009551	BMC_Bioinformatics
PMC5009546	Mol_Cytogenet
PMC4998971	Plast_Reconstr_Surg
PMC4994361	Emerg_Infect_Dis
PMC5656289	Open_J_Nurs
PMC5349874	Oncotarget
PMC5325413	Oncotarget
PMC5062994	Nucleic_Acids_Res
PMC5056853	Bone
PMC5009819	BMC_Bioinformatics
PMC5007838	Mol_Cytogenet
PMC5006600	Front_Microbiol
PMC5325404	Oncotarget
PMC5021495	Int_J_Genomics
PMC5757465	Am_J_Ophthalmol_Case_Rep
PMC5049394	J_Exp_Bot
PMC5007883	Biomol_Detect_Quantif
PMC5408770	Bioinformatics
PMC5035791	Ann_Oncol
PMC5008097	J_Virol
PMC5001706	PLoS_One
PMC5000416	BMC_Res_Notes
PMC4999993	Sci_Rep
PMC4999819	Sci_Rep
PMC5719828	Epilepsia_Open
PMC5362444	Oncotarget
PMC5103361	Autophagy
PMC5027868	Mem_Inst_Oswaldo_Cruz
PMC5000438	Respir_Res
PMC4996997	Front_Neurosci
PMC5297870	Am_J_Transplant
PMC5021817	Redox_Biol
PMC4995779	Genome_Med
PMC5223745	Dev_Biol
PMC5012272	PeerJ
PMC4995743	BMC_Cancer
PMC4994045	Sci_Rep
PMC4993778	Front_Plant_Sci
PMC6728267	ACS_Synth_Biol
PMC6094682	Melanoma_Manag
PMC5065779	Cancer_Res
PMC5018792	Proc_Natl_Acad_Sci_U_S_A
PMC5001246	BMC_Genomics
PMC4996938	Nat_Commun
PMC4994172	BMC_Neurol
PMC4993467	PLoS_One
PMC5091922	J_Vis_Exp
PMC4988315	World_J_Gastroenterol
PMC5410925	Syst_Biol
PMC5308726	Oncotarget
PMC5026938	J_Immunol
PMC5423212	Mol_Oncol
PMC5323139	Oncotarget
PMC5001243	BMC_Genomics
PMC4991024	BMC_Genet
PMC4990255	PLoS_One
PMC5685305	NPJ_Genom_Med
PMC5258859	Plant_Biotechnol_J
PMC5013772	Proc_Biol_Sci
PMC5013766	Proc_Biol_Sci
PMC4999836	Genes_
PMC4992054	Nat_Commun
PMC4988767	PLoS_One
PMC4987385	Front_Plant_Sci
PMC4987328	Front_Genet
PMC4990114	J_Radiat_Res
PMC4986259	BMC_Genomics
PMC5076534	J_Biol_Chem
PMC5007830	Oncogenesis
PMC4988179	Appl_Environ_Microbiol
PMC4986372	BMC_Plant_Biol
PMC5295425	Oncotarget
PMC5023764	J_Craniofac_Surg
PMC4983065	Hum_Genomics
PMC5308675	Oncotarget
PMC5106318	Transgenic_Res
PMC5042766	Mol_Med_Rep
PMC5034608	Mol_Metab
PMC5010447	Cell_Stem_Cell
PMC4990128	Nature
PMC4982325	BMC_Res_Notes
PMC5210604	Nucleic_Acids_Res
PMC5155638	J_Biomed_Inform
PMC5003289	Proc_Natl_Acad_Sci_U_S_A
PMC5003282	Proc_Natl_Acad_Sci_U_S_A
PMC4978989	Sci_Rep
PMC4978608	Hypertension
PMC5048371	EMBO_Rep
PMC4978389	PLoS_One
PMC5123676	Cancer_Genet
PMC5031221	Mol_Ecol
PMC5678860	Kidney_Int_Rep
PMC5263096	J_Thorac_Oncol
PMC5181531	Bioinformatics
PMC5091753	J_Vis_Exp
PMC5001861	Appl_Plant_Sci
PMC4975387	PLoS_One
PMC5076004	Am_J_Physiol_Gastrointest_Liver_Physiol
PMC4973917	PLoS_One
PMC6301240	Eur_Stroke_J
PMC5138162	J_Community_Genet
PMC5061921	Heredity_
PMC5038458	Oncol_Lett
PMC4995966	Proc_Natl_Acad_Sci_U_S_A
PMC4971666	Infect_Dis_Poverty
PMC4971516	Sci_Rep
PMC4971439	Front_Oncol
PMC4971107	Front_Cell_Neurosci
PMC5294966	Bioessays
PMC5040967	Microarrays_
PMC5756493	J_Med_Microbiol
PMC5695038	Arthritis_Rheumatol
PMC5539965	Per_Med
PMC5302977	Oncotarget
PMC5282837	EMBO_J
PMC5156332	J_Gen_Virol
PMC5131926	Stat_Appl_Genet_Mol_Biol
PMC5028592	J_Clin_Diagn_Res
PMC5015667	Int_J_Reprod_Biomed
PMC4980183	J_Occup_Environ_Med
PMC4975541	Cancer_Discov
PMC4969995	Bull_World_Health_Organ
PMC4968169	Cold_Spring_Harb_Perspect_Med
PMC4967989	BMC_Biol
PMC5312306	Oncotarget
PMC4968609	Mol_Vis
PMC5302929	Oncotarget
PMC5001855	Appl_Plant_Sci
PMC4966880	Sci_Adv
PMC4965477	Front_Plant_Sci
PMC5072194	Microb_Biotechnol
PMC4997571	Viruses
PMC4964278	Vet_Res
PMC5144662	Poult_Sci
PMC5016690	J_Biol_Chem
PMC4984647	J_Virol
PMC4963122	PLoS_Pathog
PMC5068844	Genetics
PMC4975862	Open_Heart
PMC4962369	BMC_Womens_Health
PMC4961395	PLoS_One
PMC4961385	PLoS_One
PMC4960752	BMC_Res_Notes
PMC5318665	Oncogene
PMC5054348	Mol_Cell_Proteomics
PMC4966322	J_Clin_Invest
PMC4958689	World_J_Diabetes
PMC5356537	Oncotarget
PMC5302953	Oncotarget
PMC5739515	Nat_Rev_Cancer
PMC5267858	Pan_Afr_Med_J
PMC5243891	J_Appl_Genet
PMC4998426	Oncol_Lett
PMC4983588	Ecol_Evol
PMC4978158	Br_J_Pharmacol
PMC4962005	Genes_
PMC4957835	Malar_J
PMC4957178	Bone_Joint_Res
PMC4957126	Sci_Rep
PMC5394712	Virusdisease
PMC4956753	Sci_Rep
PMC4956170	PLoS_One
PMC5870135	J_Neuroimaging_Psychiatry_Neurol
PMC5312332	Oncotarget
PMC5117935	Eur_J_Hum_Genet
PMC5048529	Ticks_Tick_Borne_Dis
PMC5015948	G3_
PMC4951496	Front_Cell_Infect_Microbiol
PMC5140719	Mol_Biochem_Parasitol
PMC5115958	Nat_Rev_Clin_Oncol
PMC4951024	PLoS_One
PMC4950632	J_Biol_Res_
PMC5680705	Small_GTPases
PMC5611837	Pediatr_Blood_Cancer
PMC5013315	Mol_Cell_Proteomics
PMC4980064	Dongwuxue_Yanjiu
PMC4973738	J_Exp_Bot
PMC4961141	Proc_Natl_Acad_Sci_U_S_A
PMC5253204	Iran_Red_Crescent_Med_J
PMC5650556	Eur_Urol_Focus
PMC4947304	BMC_Complement_Altern_Med
PMC5014162	J_Exp_Bot
PMC4967651	Cent_Eur_J_Immunol
PMC5264232	J_Med_Genet
PMC5014701	Mol_Cell_Endocrinol
PMC5004680	Cancer_Biol_Ther
PMC4946582	Microbiol_Insights
PMC4944941	PLoS_One
PMC4943945	Front_Plant_Sci
PMC5302903	Oncotarget
PMC4988262	Psychol_Med
PMC4948898	Appl_Plant_Sci
PMC4942777	Sci_Rep
PMC5239506	Oncotarget
PMC5179951	Hum_Mol_Genet
PMC4942974	EvoDevo
PMC4940416	Front_Plant_Sci
PMC4940387	Front_Neurosci
PMC4940702	Behav_Brain_Funct
PMC4939973	PLoS_One
PMC5466170	Cancer_Genet
PMC5356781	Oncotarget
PMC5125392	Gynecol_Oncol
PMC5734613	Science
PMC5429361	Mol_Biotechnol
PMC5093404	Genomics_Proteomics_Bioinformatics
PMC5027503	Nucleic_Acids_Res
PMC4941052	Nat_Commun
PMC4936251	Crit_Care
PMC4936197	J_Transl_Med
PMC4935762	Hum_Genome_Var
PMC5226590	Oncotarget
PMC5148813	J_Tehran_Heart_Cent
PMC5026744	Neuropsychopharmacology
PMC4933977	Sci_Rep
PMC5418503	Biophys_Rev
PMC4932877	Sci_Data
PMC5804522	Environ_Epigenet
PMC5179942	Hum_Mol_Genet
PMC5001619	Nucleic_Acids_Res
PMC4932188	Nat_Commun
PMC5010297	Breed_Sci
PMC5256044	Iran_J_Parasitol
PMC5112586	Curr_Opin_Hematol
PMC5026076	Indian_J_Ophthalmol
PMC5026072	Indian_J_Ophthalmol
PMC4975549	Asia_Pac_J_Ophthalmol_
PMC4971911	Cancer_Med
PMC4958686	Syst_Appl_Microbiol
PMC4917897	Atherosclerosis
PMC4911922	RNA
PMC4909716	Biochimie
PMC4900191	Adv_Wound_Care_
PMC5015932	G3_
PMC4977795	Korean_J_Parasitol
PMC4959187	Appl_Environ_Microbiol
PMC4951399	Genomics_Inform
PMC4945581	Stem_Cell_Reports
PMC4929771	BMC_Evol_Biol
PMC4928931	PLoS_One
PMC4928835	PLoS_One
PMC6347374	J_Cutan_Pathol
PMC5195863	Ageing_Res_Rev
PMC5156314	Food_Chem_Toxicol
PMC5117930	Eur_J_Hum_Genet
PMC4987107	Genome_Biol_Evol
PMC4936065	Mol_Cell_Biol
PMC4928276	J_Transl_Med
PMC4927549	Springerplus
PMC4923244	Front_Microbiol
PMC4923130	Front_Endocrinol_
PMC5354565	Microb_Cell
PMC4945738	Oncogenesis
PMC4937469	Genetics
PMC4926735	Version_1
PMC4925018	J_Exp_Med
PMC4922663	PLoS_Pathog
PMC5480212	Artif_Intell_Med
PMC4982889	Curr_Genet_Med_Rep
PMC4980179	Int_J_Cancer
PMC4950943	Expert_Rev_Hematol
PMC4931036	Lab_Anim_Res
PMC4921028	Parasit_Vectors
PMC4920801	Springerplus
PMC4920787	Springerplus
PMC4920407	PLoS_Genet
PMC4920032	Sci_Rep
PMC5216816	Oncotarget
PMC4978915	G3_
PMC4975629	FEBS_J
PMC4936363	Infect_Immun
PMC4928157	BMC_Genomics
PMC4925870	Clin_Exp_Reprod_Med
PMC5731243	J_Thorac_Oncol
PMC5110063	Eur_J_Hum_Genet
PMC4982592	Cancer_Sci
PMC4918199	Malar_J
PMC4916172	Front_Surg
PMC4916166	Front_Microbiol
PMC5288243	Oncotarget
PMC5110434	Cancer_Res
PMC5105912	Cell_Cycle
PMC4937055	Vet_World
PMC4919422	Biophys_J
PMC4910660	World_J_Gastroenterol
PMC7001580	Nat_Chem_Biol
PMC5518929	Methods_Cell_Biol
PMC5354591	Microb_Cell
PMC5342379	Oncotarget
PMC5224698	Nat_Rev_Genet
PMC4981268	Genetics
PMC4944027	Int_J_Genomics
PMC4938719	Nat_Med
PMC4915188	J_Cell_Biol
PMC4912774	BMC_Cancer
PMC5216750	Oncotarget
PMC5120674	Anal_Biochem
PMC5112148	J_Clin_Pharmacol
PMC4912076	PLoS_One
PMC5615936	Toxicol_Rep
PMC5138583	J_Biomed_Res
PMC5082773	Autophagy
PMC4911148	PLoS_One
PMC4910237	BMC_Vet_Res
PMC5267966	Bioinformation
PMC5110060	Eur_J_Hum_Genet
PMC4926866	Genes_Dev
PMC4925982	Case_Rep_Pathol
PMC4920308	Proc_Biol_Sci
PMC4910231	Mol_Cytogenet
PMC4908856	Front_Microbiol
PMC6338476	Adv_In_Insect_Phys
PMC5082984	Cancer_Discov
PMC5018417	Curr_Opin_Chem_Biol
PMC4950087	Oncol_Lett
PMC4946144	EMBO_J
PMC4926190	Viruses
PMC4908722	BMC_Bioinformatics
PMC4907466	PLoS_Biol
PMC4907034	Front_Neurol
PMC4905949	Front_Microbiol
PMC5027496	Nucleic_Acids_Res
PMC4959643	Ther_Adv_Hematol
PMC4943193	Genome_Biol_Evol
PMC5499642	Virus_Evol
PMC5145741	Toxicol_Appl_Pharmacol
PMC4935617	FEBS_J
PMC4902995	BMC_Genomics
PMC4902944	BMC_Infect_Dis
PMC4902237	PLoS_One
PMC4901358	Biochem_J
PMC6850408	Cell_Stem_Cell
PMC4980073	Mol_Cell
PMC4978905	G3_
PMC4900658	PLoS_One
PMC5363380	Am_J_Med_Genet_B_Neuropsychiatr_Genet
PMC5195849	Pharmacol_Ther
PMC4915917	Appl_Plant_Sci
PMC4898453	BMC_Microbiol
PMC4896916	Front_Microbiol
PMC5167357	Otorhinolaryngol_Head_Neck_Surg
PMC4937755	Front_Genet
PMC4914729	Int_J_Genomics
PMC4897865	BMC_Genomics
PMC4895152	Sci_Rep
PMC4894868	Front_Genet
PMC5644627	Vet_Sci
PMC5627776	Nat_Genet
PMC5137908	Future_Sci_OA
PMC4905610	BMC_Bioinformatics
PMC4893687	Front_Public_Health
PMC5026568	Pharmacol_Res
PMC4926418	Int_J_Mol_Sci
PMC4970893	Cancer_Genet
PMC4927755	J_Vis_Exp
PMC4910550	Genet_Mol_Biol
PMC4893225	Microb_Cell_Fact
PMC4892644	PLoS_One
PMC5355556	Saudi_Pharm_J
PMC5288236	Oncotarget
PMC5143376	Cell_Death_Dis
PMC4991831	DNA_Res
PMC4957054	J_Biol_Chem
PMC4898429	Onco_Targets_Ther
PMC4890524	Virol_J
PMC4889588	Front_Oncol
PMC5114127	Arthritis_Rheumatol
PMC5110050	Eur_J_Hum_Genet
PMC5027487	Nucleic_Acids_Res
PMC4988451	Channels_
PMC4948073	Int_J_Fertil_Steril
PMC4944549	Cancer_Biol_Med
PMC4931120	Transl_Lung_Cancer_Res
PMC4913490	Thyroid
PMC4913232	Int_J_Burns_Trauma
PMC4911929	Genes_Dev
PMC4896184	Genetics
PMC4889972	Genome_Res
PMC4888081	Sci_Rep
PMC4887915	Sci_Rep
PMC4879147	Neuromuscul_Disord
PMC4878616	RNA
PMC4868804	Pain
PMC4853247	Pharmacogenet_Genomics
PMC5288162	Oncotarget
PMC4968221	Autophagy
PMC4895104	mBio
PMC4886423	Mol_Cytogenet
PMC4885833	Front_Genet
PMC4885829	Front_Microbiol
PMC4926372	Int_J_Mol_Sci
PMC5085102	Oncotarget
PMC4896164	Chin_J_Cancer
PMC4886797	J_Virol
PMC4882864	Acta_Neuropathol_Commun
PMC4882816	Lipids_Health_Dis
PMC4987189	Cancer_Res
PMC4957041	J_Biol_Chem
PMC4882832	BMC_Microbiol
PMC4882059	PLoS_Genet
PMC5562469	Saudi_J_Biol_Sci
PMC5021620	Pigment_Cell_Melanoma_Res
PMC4999251	Nature
PMC4907288	Oncol_Lett
PMC4897719	Oxid_Med_Cell_Longev
PMC6300979	Biochem_Biophys_Res_Commun
PMC5049532	Schizophr_Bull
PMC4988568	Proc_Natl_Acad_Sci_U_S_A
PMC5613937	Life_Sci_Space_Res_
PMC4875745	Ital_J_Pediatr
PMC4951563	J_Korean_Med_Sci
PMC4889172	J_Am_Heart_Assoc
PMC4875671	Malar_J
PMC4980119	Genet_Med
PMC4881591	Int_J_Mol_Sci
PMC4875571	Mol_Cell
PMC4873212	PLoS_One
